id,area,dpto,sexo,parent,edad,edu,ingreso,horas_semana,cotiza,lugar,meses,rama_4,rama_2,posic,fondo,cambiar,estable,t_actual,t_viaje,mas_h,medio,sintrab,n_comp,arl,caja,factor_exp,actividad,cotiza_fondo
7636176-1-1,Cali,Valle,F,Jefe,52,Primaria,1160000,48,1,Otra vivienda,12,9700,97,Empleado domestico,1,No,Si,48,35,No,Bus intermunicipal,Ayuda familiar,Solo,Si,No,82.017539003,Actividades de los hogares individuales como empleadores de personal doméstico,Fondo privado
7644114-1-2,Pasto,Narino,F,Pareja,55,Universitaria,1500000,48,1,Local fijo u oficina,12,4530,45,Obrero,1,No,Si,336,25,No,Bus urbano,Indemnizacion,20 - 30,Si,Si,131.03929491,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",Fondo privado
7655295-1-1,Cali,Valle,M,Jefe,30,Técnico o tecnológico,2000000,47,2,Local fijo u oficina,12,4530,45,Autonomo,NA,No,Si,96,20,No,Moto,Ahorro,6 - 10,Si,Si,694.1761668,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",No cotiza
7628738-1-1,Pasto,Narino,M,Jefe,70,Primaria,800000,48,2,Otra vivienda,6,4111,41,Obrero,NA,No,No,1,30,No,A pie,Ayuda familiar,4 - 5,No,No,224.63879127,Construcción de edificios,No cotiza
7652394-1-1,Cartagena,Bolivar,M,Jefe,56,Universitaria,NA,48,1,Local fijo u oficina,12,8415,84,Funcionario,1,No,Si,300,15,No,Auto particular,Ayuda familiar,201 o mas,Si,Si,390.00149552,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Fondo privado
7651911-1-1,Barranquilla,Atlantico,M,Jefe,29,Técnico o tecnológico,1300000,48,1,En la calle,12,8130,81,Obrero,1,Si,No,24,70,No,Bus urbano,No tendria recursos,101 - 200,Si,Si,3199.1869589,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",Fondo privado
7635328-1-3,Monteria,Cordoba,M,Hijo,15,Secundaria,NA,12,2,Local fijo u oficina,6,4752,47,Trabajador familiar no remunerado,NA,No,Si,6,NA,No,No se desplaza,Ayuda familiar,4 - 5,No,No,203.78906539,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7647788-1-1,Manizales,Caldas,F,Jefe,37,Técnico o tecnológico,1500000,47,1,Local fijo u oficina,12,7112,71,Obrero,1,No,Si,8,20,No,Moto,Ahorro,11 - 19,Si,Si,180.5561878,Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,Fondo privado
7654204-1-3,Pasto,Narino,M,Hijo,34,Universitaria,1700000,47,1,Local fijo u oficina,12,3811,38,Obrero,1,No,Si,12,30,No,Moto,Ahorro,201 o mas,Si,Si,148.40796611,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",Fondo privado
7637808-1-5,Manizales,Caldas,M,Hijo,20,Secundaria,1160000,70,1,Local fijo u oficina,4,4771,47,Obrero,1,No,No,1,35,No,Bus urbano,Ayuda familiar,20 - 30,Si,No,240.72844812,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7635831-1-1,Cucuta,Nte Santander,M,Jefe,35,Técnico o tecnológico,1160000,48,1,En la calle,12,6190,61,Obrero,1,Si,Si,36,20,No,Moto,Ahorro,6 - 10,Si,Si,589.38749884,Telecomunicaciones,Fondo privado
7628813-1-2,Pereira,Risaralda,F,Hijo,27,Universitaria,1300000,60,1,Local fijo u oficina,4,2395,23,Obrero,1,No,Si,0,10,No,Moto,Ayuda familiar,101 - 200,Si,No,203.50840312,Fabricación de otros productos minerales no metálicos,Fondo privado
7647616-1-2,Medellin,Antioquia,F,Pareja,32,Universitaria,4000000,47,1,Local fijo u oficina,12,8610,86,Obrero,2,No,Si,12,2,No,A pie,Ahorro,101 - 200,Si,Si,881.95191642,Actividades de atención de la salud humana,Colpensiones
7651978-1-2,Barranquilla,Atlantico,F,Pareja,36,Secundaria,2000000,48,1,Local fijo u oficina,12,4530,45,Obrero,2,No,Si,36,30,No,Auto particular,Ayuda familiar,20 - 30,Si,No,894.9425767,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",Colpensiones
7641205-1-1,Cartagena,Bolivar,M,Jefe,45,Secundaria,1000000,40,2,Vehículo,12,4921,49,Autonomo,NA,No,Si,60,3,No,Moto,No lo ha considerado,Solo,No,No,279.37427608,Transporte terrestre; transporte por tuberías,No cotiza
7635697-1-1,Pasto,Narino,F,Jefe,40,Primaria,500000,40,2,Vehículo,12,4921,49,Autonomo,NA,Si,No,60,5,No,Moto,No tendria recursos,Solo,No,No,161.56994926,Transporte terrestre; transporte por tuberías,No cotiza
7627779-1-1,Cartagena,Bolivar,M,Jefe,46,Primaria,480000,20,2,Vehículo,12,4921,49,Autonomo,NA,Si,No,36,15,Si,Moto,No tendria recursos,Solo,No,No,372.0453991,Transporte terrestre; transporte por tuberías,No cotiza
7648362-1-3,Monteria,Cordoba,F,Yerno o nuera,31,Secundaria,1160000,48,1,Local fijo u oficina,12,1103,11,Obrero,1,No,Si,36,15,No,Moto,Cesantias,201 o mas,Si,Si,189.47905685,Elaboración de bebidas,Fondo privado
7627913-1-1,Manizales,Caldas,M,Jefe,62,Primaria,1460000,48,1,Local fijo u oficina,12,5611,56,Obrero,2,No,Si,24,30,No,Moto,Ayuda familiar,6 - 10,Si,Si,273.72831319,Actividades de servicios de comidas y bebidas,Colpensiones
7632651-1-1,Ibague,Tolima,M,Jefe,30,Secundaria,1300000,48,1,Otra vivienda,12,4111,41,Autonomo,1,No,Si,144,45,No,Bus urbano,No lo ha considerado,Solo,No,No,605.27301835,Construcción de edificios,Fondo privado
7643980-1-1,Villavicencio,Meta,M,Jefe,37,Primaria,1160000,40,2,Otra vivienda,12,4111,41,Autonomo,NA,No,No,2,15,No,Moto,No lo ha considerado,Solo,No,No,474.20017926,Construcción de edificios,No cotiza
7639672-1-2,Cali,Valle,F,Pareja,40,Secundaria,420000,30,2,En la calle,12,5619,56,Obrero,NA,Si,No,3,15,No,A pie,No tendria recursos,2 - 3,No,No,718.65432359,Actividades de servicios de comidas y bebidas,No cotiza
7628854-1-1,Pereira,Risaralda,F,Jefe,32,Secundaria,3000000,8,1,En esta vivienda,12,6202,62,Autonomo,2,No,Si,12,NA,No,No se desplaza,Ahorro,11 - 19,Si,No,183.48757134,"Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas",Colpensiones
7655298-1-2,Cali,Valle,F,Pareja,50,Secundaria,1160000,48,1,Local fijo u oficina,12,4752,47,Obrero,2,No,Si,156,25,No,Moto,Ayuda familiar,6 - 10,Si,Si,835.582423,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Colpensiones
7631110-1-1,Monteria,Cordoba,F,Jefe,48,Primaria,700000,40,2,Otra vivienda,12,8121,81,Autonomo,NA,Si,No,36,20,Si,Moto,Ayuda familiar,Solo,No,No,59.557079291,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",No cotiza
7630542-1-2,Manizales,Caldas,F,Pareja,37,Técnico o tecnológico,1160000,47,1,Local fijo u oficina,12,8622,86,Obrero,2,No,Si,108,20,No,Moto,No tendria recursos,11 - 19,Si,Si,334.71019195,Actividades de atención de la salud humana,Colpensiones
7653989-1-2,Villavicencio,Meta,F,Pareja,26,Técnico o tecnológico,1500000,48,2,En esta vivienda,12,6820,68,Autonomo,NA,No,Si,48,30,No,Auto particular,No lo ha considerado,2 - 3,No,No,327.23797269,Actividades inmobiliarias,No cotiza
7647994-1-1,Manizales,Caldas,F,Jefe,42,Secundaria,4880000,24,2,Local fijo u oficina,12,4719,47,Empleador,NA,No,Si,228,15,No,Moto,Ahorro,2 - 3,No,No,375.6012287,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7655410-1-2,Cali,Valle,F,Pareja,44,Secundaria,1550000,72,2,Local fijo u oficina,12,4711,47,Autonomo,NA,Si,Si,60,4,No,A pie,No tendria recursos,2 - 3,No,No,138.70826995,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7649705-1-1,Cali,Valle,M,Jefe,46,Secundaria,1160000,48,1,Local fijo u oficina,12,5224,52,Obrero,2,Si,Si,180,60,No,Moto,No tendria recursos,201 o mas,Si,Si,873.86679426,Almacenamiento y actividades complementarias al transporte,Colpensiones
7627794-1-1,Cartagena,Bolivar,F,Jefe,49,Secundaria,500000,56,2,En la calle,6,5619,56,Autonomo,NA,Si,No,6,8,No,A pie,No lo ha considerado,Solo,No,No,476.05937039,Actividades de servicios de comidas y bebidas,No cotiza
7636188-1-1,Cali,Valle,M,Jefe,53,Primaria,2400000,78,2,Local fijo u oficina,12,4721,47,Autonomo,NA,Si,Si,180,30,No,Otro,No tendria recursos,2 - 3,No,No,1637.4789567,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7652209-1-2,Bogota,Bogota,F,Hermano,19,Técnico o tecnológico,2500000,48,1,Local fijo u oficina,12,8220,82,Obrero,1,No,Si,7,20,No,Moto,No lo ha considerado,201 o mas,Si,Si,5258.6017092,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Fondo privado
7630038-1-1,Barranquilla,Atlantico,M,Jefe,40,Universitaria,3480000,45,1,Local fijo u oficina,12,4741,47,Obrero,1,No,Si,13,3,No,A pie,No tendria recursos,201 o mas,Si,Si,710.24158222,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7647845-1-4,Manizales,Caldas,M,Yerno o nuera,39,Universitaria,1900000,48,1,Local fijo u oficina,12,8220,82,Obrero,1,No,Si,36,45,No,Bus urbano,Ayuda familiar,201 o mas,Si,Si,187.67418725,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Fondo privado
7649655-1-2,Cali,Valle,M,Empleado doméstico,49,Primaria,1800000,60,2,En esta vivienda,12,9700,97,Empleado domestico,NA,No,Si,120,NA,No,No se desplaza,No lo ha considerado,Solo,No,No,870.75090254,Actividades de los hogares individuales como empleadores de personal doméstico,No cotiza
7627920-1-2,Manizales,Caldas,M,Hijo,29,Secundaria,1160000,48,1,Local fijo u oficina,12,6820,68,Obrero,1,No,Si,24,8,No,Moto,Cesantias,201 o mas,No,Si,283.5103168,Actividades inmobiliarias,Fondo privado
7628542-1-3,Villavicencio,Meta,M,Hijo,26,Universitaria,1160000,45,1,Local fijo u oficina,9,4530,45,Obrero,2,No,Si,3,12,No,Moto,Ayuda familiar,11 - 19,Si,Si,298.19652366,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",Colpensiones
7639860-1-1,Cali,Valle,M,Jefe,65,Universitaria,1080000,30,3,Local fijo u oficina,12,5613,56,Autonomo,NA,Si,No,252,40,No,Auto particular,Ahorro,2 - 3,No,No,874.13554916,Actividades de servicios de comidas y bebidas,Pensionado
7654045-1-1,Villavicencio,Meta,M,Jefe,52,Primaria,1160000,48,1,Vehículo,11,4923,49,Obrero,2,No,Si,11,20,No,Moto,No lo ha considerado,101 - 200,Si,No,232.00527782,Transporte terrestre; transporte por tuberías,Colpensiones
7627675-1-1,Bogota,Bogota,F,Jefe,39,Técnico o tecnológico,1160000,39,1,En esta vivienda,12,4773,47,Obrero,1,No,Si,60,NA,Si,No se desplaza,Cesantias,4 - 5,Si,Si,5824.404524,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Fondo privado
7637335-1-7,Barranquilla,Atlantico,M,Hermano,23,Primaria,1050000,48,2,Local fijo u oficina,8,4772,47,Obrero,NA,Si,No,3,40,No,Bus urbano,Ayuda familiar,4 - 5,No,No,1157.4044956,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7649744-1-1,Cali,Valle,F,Jefe,66,Primaria,1110000,40,2,Local fijo u oficina,12,5611,56,Obrero,NA,No,No,24,15,No,A pie,No tendria recursos,4 - 5,No,No,839.75984303,Actividades de servicios de comidas y bebidas,No cotiza
7628858-1-1,Pereira,Risaralda,M,Jefe,37,Técnico o tecnológico,5000000,60,2,Local fijo u oficina,12,7310,73,Empleador,NA,No,Si,72,10,No,Auto particular,No lo ha considerado,2 - 3,Si,No,213.91383676,Publicidad y estudios de mercado,No cotiza
7648857-1-1,Pasto,Narino,M,Jefe,51,Primaria,1160000,48,1,Vehículo,12,4921,49,Obrero,2,No,Si,24,15,No,Transporte empresa,No tendria recursos,51 - 100,Si,Si,242.44483023,Transporte terrestre; transporte por tuberías,Colpensiones
7629077-1-1,Bucaramanga,Santander,F,Jefe,23,Secundaria,1160000,48,1,Local fijo u oficina,12,8220,82,Obrero,1,No,Si,1,60,No,Transporte empresa,No tendria recursos,201 o mas,Si,Si,364.11457977,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Fondo privado
7642571-1-1,Barranquilla,Atlantico,F,Jefe,38,Secundaria,700000,45,2,Puerta-puerta,12,5619,56,Autonomo,NA,Si,Si,36,60,No,Bus urbano,Ayuda familiar,2 - 3,No,No,761.65378879,Actividades de servicios de comidas y bebidas,No cotiza
7637229-1-2,Barranquilla,Atlantico,F,Hijo,21,Técnico o tecnológico,1160000,48,1,Local fijo u oficina,12,8220,82,Obrero,2,No,Si,12,120,No,Bus urbano,Ayuda familiar,201 o mas,Si,Si,610.57328972,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Colpensiones
7634205-1-1,Pereira,Risaralda,M,Jefe,32,Universitaria,4300000,48,1,Local fijo u oficina,12,8621,86,Obrero,2,No,Si,48,5,No,Auto particular,No lo ha considerado,201 o mas,Si,Si,657.69900619,Actividades de atención de la salud humana,Colpensiones
7636036-1-2,Bucaramanga,Santander,M,Pareja,48,Técnico o tecnológico,1800000,60,2,Vehículo,12,4921,49,Autonomo,NA,No,Si,24,5,No,A pie,Ayuda familiar,Solo,No,No,451.21521587,Transporte terrestre; transporte por tuberías,No cotiza
7654023-1-1,Villavicencio,Meta,M,Jefe,53,Universitaria,9500000,50,1,Local fijo u oficina,12,7112,71,Obrero,1,No,Si,32,30,No,Auto particular,No lo ha considerado,201 o mas,Si,No,303.01912579,Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,Fondo privado
7635145-1-1,Manizales,Caldas,M,Jefe,61,Primaria,1160000,48,1,Local fijo u oficina,12,2599,25,Obrero,2,No,Si,300,40,No,Bus urbano,Cesantias,20 - 30,Si,Si,121.76623271,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",Colpensiones
7644491-1-1,Pereira,Risaralda,M,Jefe,50,Secundaria,1160000,60,1,Local fijo u oficina,12,4773,47,Obrero,2,No,Si,168,40,No,Moto,Ayuda familiar,201 o mas,Si,Si,1228.8731219,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Colpensiones
7642643-1-1,Bogota,Bogota,F,Jefe,39,Secundaria,1360000,66,2,Local fijo u oficina,12,1410,14,Autonomo,NA,No,No,5,3,No,A pie,Ayuda familiar,6 - 10,No,No,1973.4427492,Confección de prendas de vestir,No cotiza
7628985-1-1,Bucaramanga,Santander,F,Jefe,54,Secundaria,1160000,47,1,Local fijo u oficina,12,1410,14,Obrero,1,No,Si,120,30,No,A pie,No tendria recursos,6 - 10,Si,Si,304.22986021,Confección de prendas de vestir,Fondo privado
7648853-1-2,Pasto,Narino,M,Hijo,48,Universitaria,1500000,50,2,Local fijo u oficina,1,6499,64,Autonomo,NA,No,Si,156,30,No,A pie,Ayuda familiar,Solo,No,No,106.51040815,"Actividades de servicios financieros, excepto las de seguros y de pensiones",No cotiza
7635941-1-1,Pereira,Risaralda,M,Jefe,61,Primaria,NA,50,1,Local fijo u oficina,12,4723,47,Obrero,2,No,Si,444,60,No,Bus urbano,Ayuda familiar,201 o mas,Si,Si,248.44760254,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Colpensiones
7638909-1-2,Pasto,Narino,F,Pareja,36,Técnico o tecnológico,1160000,54,1,Local fijo u oficina,12,5511,55,Obrero,2,No,No,12,15,No,Mototaxi,Ayuda familiar,20 - 30,Si,Si,134.00922945,Alojamiento,Colpensiones
7649779-1-3,Cali,Valle,F,Hijo,24,Técnico o tecnológico,3000000,47,1,Local fijo u oficina,12,8220,82,Obrero,1,No,No,6,30,No,Moto,Ayuda familiar,201 o mas,Si,Si,734.77136866,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Fondo privado
7629819-1-1,Medellin,Antioquia,M,Jefe,58,Maestría,5600000,48,1,Local fijo u oficina,12,2029,20,Obrero,2,No,Si,336,30,No,Auto particular,No lo ha considerado,51 - 100,Si,Si,2613.3143171,Fabricación de sustancias y productos químicos,Colpensiones
7638921-1-1,Pasto,Narino,M,Jefe,58,Maestría,500000,50,1,Area rural,12,7112,71,Autonomo,2,No,Si,360,60,No,Bicicleta,Ahorro,Solo,Si,No,154.62811814,Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,Colpensiones
7649285-1-1,Bucaramanga,Santander,F,Jefe,43,Primaria,720000,30,2,Otra vivienda,12,8121,81,Autonomo,NA,No,No,36,30,Si,Bus urbano,Ayuda familiar,Solo,No,No,227.46492546,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",No cotiza
7647447-1-2,Medellin,Antioquia,M,Pareja,45,Primaria,1160000,50,1,Vehículo,12,4921,49,Obrero,1,No,Si,200,NA,No,No se desplaza,Ayuda familiar,101 - 200,Si,Si,1246.5620311,Transporte terrestre; transporte por tuberías,Fondo privado
7642450-1-2,Barranquilla,Atlantico,F,Pareja,33,Maestría,7000000,48,1,Local fijo u oficina,12,8621,86,Autonomo,1,No,Si,24,20,No,Auto particular,Ayuda familiar,101 - 200,Si,No,891.48081444,Actividades de atención de la salud humana,Fondo privado
7627744-1-2,Cartagena,Bolivar,F,Pareja,29,Universitaria,2320000,48,1,Local fijo u oficina,10,7820,78,Obrero,1,No,Si,10,30,No,Taxi,Cesantias,101 - 200,Si,Si,250.05727849,Actividades de empleo,Fondo privado
7637545-1-2,Cartagena,Bolivar,M,Hermano,55,Técnico o tecnológico,600000,40,2,Vehículo,12,4923,49,Autonomo,NA,No,Si,60,15,No,Mototaxi,No tendria recursos,Solo,No,No,301.9898607,Transporte terrestre; transporte por tuberías,No cotiza
7641659-1-1,Villavicencio,Meta,M,Jefe,33,Secundaria,1160000,48,1,Vehículo,12,4921,49,Obrero,1,No,Si,0,72,No,Transporte empresa,No lo ha considerado,201 o mas,Si,No,348.00791673,Transporte terrestre; transporte por tuberías,Fondo privado
7644591-1-1,Pereira,Risaralda,M,Jefe,37,Especialización,3240000,40,1,Local fijo u oficina,12,8530,85,Funcionario,1,No,Si,84,60,No,Moto,Ayuda familiar,201 o mas,Si,Si,158.52243926,Educación,Fondo privado
7630303-1-2,Bogota,Bogota,M,Hijo,47,Técnico o tecnológico,2000000,60,1,Vehículo,12,4921,49,Autonomo,1,No,Si,120,5,No,A pie,No tendria recursos,Solo,Si,No,4397.9638808,Transporte terrestre; transporte por tuberías,Fondo privado
7648041-1-2,Manizales,Caldas,M,Pareja,31,Secundaria,1160000,47,1,Local fijo u oficina,12,1040,10,Obrero,1,No,Si,14,20,No,Moto,No tendria recursos,201 o mas,Si,Si,249.56704127,Elaboración de productos alimenticios,Fondo privado
7655832-1-3,Pereira,Risaralda,M,Hijo,18,Secundaria,800000,8,2,Otra vivienda,4,9700,97,Empleado domestico,NA,Si,No,4,40,No,Bus urbano,No lo ha considerado,Solo,No,No,230.66215075,Actividades de los hogares individuales como empleadores de personal doméstico,No cotiza
7627514-1-3,Medellin,Antioquia,M,Hijo,33,Maestría,6000000,48,1,Local fijo u oficina,12,8621,86,Obrero,1,No,Si,70,60,No,Auto particular,Ahorro,201 o mas,Si,No,1127.3161081,Actividades de atención de la salud humana,Fondo privado
7642557-1-5,Barranquilla,Atlantico,F,Otro pariente,20,Secundaria,1300000,40,2,Local fijo u oficina,1,8220,82,Obrero,NA,No,No,1,45,No,Bus urbano,Ayuda familiar,31 - 50,No,No,663.03694787,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,No cotiza
7629920-1-1,Medellin,Antioquia,F,Jefe,57,Secundaria,1160000,47,1,Local fijo u oficina,12,4321,43,Obrero,1,No,Si,48,90,No,Metro,No tendria recursos,20 - 30,Si,Si,919.93235153,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,Fondo privado
7630397-1-1,Cartagena,Bolivar,M,Jefe,33,Secundaria,1750000,50,1,Local fijo u oficina,12,6820,68,Obrero,1,No,Si,48,10,No,Moto,No lo ha considerado,101 - 200,Si,Si,586.46211364,Actividades inmobiliarias,Fondo privado
7639029-1-1,Cucuta,Nte Santander,F,Jefe,21,Secundaria,600000,40,2,En esta vivienda,12,9602,96,Autonomo,NA,No,No,3,NA,No,No se desplaza,Ayuda familiar,Solo,No,No,310.94654392,Otras actividades de servicios personales,No cotiza
7635010-1-3,Cartagena,Bolivar,M,Hijo,36,Universitaria,NA,48,1,Local fijo u oficina,12,6910,69,Autonomo,1,No,Si,12,30,No,Auto particular,Ahorro,Solo,Si,No,532.27568956,Actividades jurídicas y de contabilidad,Fondo privado
7634119-1-1,Cucuta,Nte Santander,F,Jefe,43,Primaria,840000,48,2,Otra vivienda,7,9700,97,Empleado domestico,NA,Si,No,4,20,Si,A pie,Ayuda familiar,Solo,No,No,262.8117862,Actividades de los hogares individuales como empleadores de personal doméstico,No cotiza
7636160-1-2,Cali,Valle,M,Padre o madre,55,Primaria,1500000,62,2,Local fijo u oficina,12,2511,25,Autonomo,NA,No,Si,300,40,No,Otro,No tendria recursos,6 - 10,No sabe,No,984.34547314,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",No cotiza
7631126-1-3,Monteria,Cordoba,M,Hermano,22,Técnico o tecnológico,1300000,40,1,Local fijo u oficina,9,6412,64,Obrero,1,No,Si,9,16,No,Mototaxi,Cesantias,201 o mas,No,No,323.31345654,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Fondo privado
7647868-1-2,Manizales,Caldas,M,Otro pariente,53,Universitaria,1300000,47,1,Local fijo u oficina,12,3312,33,Obrero,2,Si,No,15,40,No,Bus urbano,No tendria recursos,6 - 10,Si,Si,113.38092887,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",Colpensiones
7638960-1-4,Cucuta,Nte Santander,F,Hijo,31,Universitaria,1207000,44,1,Local fijo u oficina,12,6820,68,Obrero,2,No,Si,54,10,No,Moto,No lo ha considerado,6 - 10,Si,Si,488.69239698,Actividades inmobiliarias,Colpensiones
7644225-1-2,Cucuta,Nte Santander,M,Hijo,44,Universitaria,1000000,48,2,Otra vivienda,12,4719,47,Autonomo,NA,No,Si,36,30,No,Moto,No tendria recursos,Solo,No,No,265.35008981,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",No cotiza
7644712-1-1,Ibague,Tolima,M,Jefe,46,Universitaria,3800000,60,1,Puerta-puerta,12,2910,29,Obrero,1,No,Si,60,20,No,Auto particular,No tendria recursos,201 o mas,Si,Si,379.19787109,"Fabricación de vehículos automotores, remolques y semirremolques",Fondo privado
7652022-1-1,Barranquilla,Atlantico,M,Jefe,44,Secundaria,1160000,72,1,Local fijo u oficina,12,2229,22,Obrero,2,No,No,1,30,No,Bus urbano,No tendria recursos,20 - 30,Si,Si,753.21095227,Fabricación de productos de caucho y de plástico,Colpensiones
7637236-1-3,Barranquilla,Atlantico,F,Hijo,22,Técnico o tecnológico,1160000,48,1,Local fijo u oficina,3,5611,56,Obrero,1,No,Si,2,30,No,Bus urbano,Ahorro,20 - 30,Si,Si,1563.3111502,Actividades de servicios de comidas y bebidas,Fondo privado
7639755-1-2,Cali,Valle,F,Pareja,61,Secundaria,700000,40,2,Otra vivienda,12,9700,97,Empleado domestico,NA,Si,No,24,15,No,Mototaxi,Ayuda familiar,Solo,No,No,65.879994634,Actividades de los hogares individuales como empleadores de personal doméstico,No cotiza
7634831-1-1,Medellin,Antioquia,M,Jefe,62,Técnico o tecnológico,4480000,20,3,Otro,12,5111,51,Obrero,NA,No,Si,9,15,No,Auto particular,Otros,51 - 100,No,No,1116.2153174,Transporte aéreo,Pensionado
7644245-1-2,Cucuta,Nte Santander,M,Hijo,28,Secundaria,1300000,75,1,Local fijo u oficina,12,1089,10,Obrero,2,No,Si,16,10,No,A pie,Ayuda familiar,201 o mas,Si,Si,483.56944117,Elaboración de productos alimenticios,Colpensiones
7630225-1-2,Bogota,Bogota,F,Pareja,56,Especialización,3500000,48,1,Local fijo u oficina,12,8412,84,Funcionario,2,No,Si,340,60,No,SITP,No tendria recursos,201 o mas,Si,Si,3117.3049962,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Colpensiones
7637828-1-4,Manizales,Caldas,M,Yerno o nuera,42,Técnico o tecnológico,1856000,40,1,Local fijo u oficina,12,8412,84,Funcionario,1,No,Si,11,25,No,Bus urbano,Dinero prestado,201 o mas,Si,Si,188.91255539,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Fondo privado
7649748-1-2,Cali,Valle,M,Hijo,30,Secundaria,1000000,50,2,Obra en construccion,12,4111,41,Obrero,NA,No,No,18,25,No,Bicicleta,Ayuda familiar,2 - 3,No,No,452.56101162,Construcción de edificios,No cotiza
7627673-1-2,Bogota,Bogota,F,Pareja,29,Especialización,6000000,35,1,Local fijo u oficina,12,7112,71,Obrero,1,No,Si,24,25,No,Bicicleta,No tendria recursos,20 - 30,Si,Si,5310.4881299,Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,Fondo privado
7653257-1-2,Monteria,Cordoba,M,Hijo,39,Primaria,940000,48,2,Vehículo,12,4921,49,Autonomo,NA,No,Si,240,10,No,Moto,No tendria recursos,Solo,No,No,312.31822718,Transporte terrestre; transporte por tuberías,No cotiza
7627731-1-1,Cartagena,Bolivar,M,Jefe,37,Secundaria,1500000,48,1,Local fijo u oficina,12,5111,51,Obrero,1,No,Si,24,30,No,Moto,Cesantias,51 - 100,Si,No,471.68152271,Transporte aéreo,Fondo privado
7639550-1-1,Ibague,Tolima,M,Jefe,43,Universitaria,6000000,48,1,Local fijo u oficina,12,6412,64,Obrero,2,No,Si,240,30,No,Auto particular,Ahorro,201 o mas,Si,Si,335.874413,"Actividades de servicios financieros, excepto las de seguros y de pensiones",Colpensiones
7644038-1-1,Pasto,Narino,M,Jefe,65,Secundaria,1160000,48,1,Vehículo,12,4631,46,Autonomo,2,No,Si,240,25,No,A pie,No lo ha considerado,51 - 100,No,No,90.436783785,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",Colpensiones
7636056-1-1,Bucaramanga,Santander,M,Jefe,54,Secundaria,1160000,60,1,Vehículo,12,8559,85,Obrero,2,No,Si,36,60,No,Bus urbano,No lo ha considerado,20 - 30,Si,Si,1892.6829869,Educación,Colpensiones
7631873-1-1,Pasto,Narino,F,Jefe,45,Secundaria,1200000,72,1,Local fijo u oficina,12,4771,47,Obrero,2,No,Si,12,30,No,A pie,Ayuda familiar,51 - 100,Si,Si,240.4034668,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",Colpensiones
